term,snippet,lead_paragraph,abstract,source,print_page,headline__main,headline__print_headline,pub_date,news_desk,section_name,document_type,web_url,type_of_material,word_count,_id
Afghanistan Asylum,Hijacking of Afghan airliner ends peacefully at Stansted airport on Feb 10; British officials say 21 people aboard airliner have been arrested in connection with hijacking  and that some of suspects are expected to seek asylum in Britain; say 60 a...,No sooner had the government orchestrated a peaceful end to a four-day hijacking of an Afghan airliner at Stansted airport this morning than it was faced with another crisis: how to sort the hijackers from the hostages and deal with all those suddenly clamoring for political asylum in Britain.,Hijacking of Afghan airliner ends peacefully at Stansted airport on Feb 10; British officials say 21 people aboard airliner have been arrested in connection with hijacking  and that some of suspects are expected to seek asylum in Britain; say 60 adults and 14 children of 150 or so passengers have requested asylum  apparently in effort to flee repressive Taliban regime in Afghanistan; photo (M),The New York Times,1,Scores on Hijacked Afghan Plane Ask Unhappy British for Asylum,Scores on Hijacked Afghan Plane Ask Unhappy British for Asylum,2000-02-11T05:00:00+0000,Foreign Desk,World,article,https://www.nytimes.com/2000/02/11/world/scores-on-hijacked-afghan-plane-ask-unhappy-british-for-asylum.html,News,,nyt://article/7dcb6150-fe17-5754-8ab4-b62d21150ff4
Syria Asylum,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,The New York Times,,Coronavirus  Huawei in Britain  Impeachment: Your Wednesday Briefing,,2020-01-28T20:48:04+0000,NYTNow,Briefing,article,https://www.nytimes.com/2020/01/28/briefing/coronavirus-huawei-impeachment.html,briefing,,nyt://article/ca82d20b-0308-58ab-a101-ed22623f1e74
Syria Asylum,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,The New York Times,,Rohingya  Italy  Brazil Fires: Your Friday Briefing,,2019-08-23T02:55:57+0000,NYTNow,Briefing,article,https://www.nytimes.com/2019/08/22/briefing/rohingya-italian-government-brazil-fires.html,briefing,,nyt://article/e9ed2e91-030c-5d6f-8c29-e9cb2c037513
Syria Asylum,An asylum seeker was found guilty of manslaughter in the death of a German man last year in the eastern city of Chemnitz that added fuel to an anti-immigrant backlash.,BERLIN — A German court convicted a Syrian asylum seeker of manslaughter on Thursday over a stabbing last year that touched off nationalist and neo-Nazi rioting in the eastern city of Chemnitz and revealed the strength of an anti-immigrant backlash.,An asylum seeker was found guilty of manslaughter in the death of a German man last year in the eastern city of Chemnitz that added fuel to an anti-immigrant backlash.,The New York Times,5,Syrian Is Convicted in Stabbing Death That Set Off Riots in Germany,Guilty Verdict In a Killing That Fueled German Riots,2019-08-22T14:40:54+0000,Foreign,World,article,https://www.nytimes.com/2019/08/22/world/europe/chemitz-stabbing-germany-riots.html,News,,nyt://article/b2af44a5-837a-5319-869e-9ffe0f7d92fc
Syria Asylum,Two plays at one of the city’s most important theaters make the case for accepting displaced people  as politics there is turning against them.,MUNICH — In the summer of 2015  the world watched in astonishment as Germans cheered crowds of refugees streaming into train stations throughout the country. Scenes from that unprecedented — and short-lived — moment of welcome form part of “What They Want to Hear ” one of two current productions about exile and its ordeals at the Münchner Kammerspiele  one of Munich’s  and Germany’s  most important theaters.,Two plays at one of the city’s most important theaters make the case for accepting displaced people  as politics there is turning against them.,The New York Times,,In Conservative Munich  a Theater Turns Radical and Defends Refugees,,2018-07-13T07:18:22+0000,Culture,Theater,article,https://www.nytimes.com/2018/07/13/theater/muenchner-kammerspiele-matthias-lilienthal-refugees.html,Review,,nyt://article/6a2e9927-a4f3-5c06-94c6-70e9d46e1319
Syria Asylum,Israel is a safeguard for Jews  not a vanity.,Adam Armoush is a 21-year-old Israeli Arab who  on a recent outing in Berlin  donned a yarmulke to test a friend’s contention that it was unsafe to do so in Germany. On Tuesday he was assaulted in broad daylight by a Syrian asylum-seeker who whipped him with a belt for being “yahudi” — Arabic for Jew.,Israel is a safeguard for Jews  not a vanity.,The New York Times,21,Jewish Power at 70 Years,Jewish Power At 70 Years,2018-04-20T23:51:04+0000,OpEd,Opinion,article,https://www.nytimes.com/2018/04/20/opinion/israel-70-anniversary-jews.html,Op-Ed,,nyt://article/82237e63-d3b5-5bea-b8c2-22aeb3bfb9b6
Syria Asylum,From “The Three Musketeers” to “Macbeth ” here’s our guide to summer theater that won’t cost you a dime.,New York’s most high-profile free summer theater program is Shakespeare in the Park  the Public Theater’s annual series at the Delacorte Theater in Central Park. (It’s the one that recently found itself the target of protests over an onstage death of a Trumplike Julius Caesar.) But there are other local companies devoted to putting on shows — most of them outdoors  weather permitting — that won’t cost you a penny. Here’s a guide.,From “The Three Musketeers” to “Macbeth ” here’s our guide to summer theater that won’t cost you a dime.,The New York Times,,Free Shows to See in New York This Summer,,2017-07-14T19:27:28+0000,Culture,Theater,article,https://www.nytimes.com/2017/07/14/theater/free-shows-to-see-in-new-york-this-summer.html,News,,nyt://article/2c7f4e77-3e6c-5a41-871a-d6041b6a9126
Syria Asylum,Here’s what you need to know to start your day.,Good morning. ,Here’s what you need to know to start your day.,The New York Times,,Damascus  Trump Tax Cut  North Korea: Your Morning Briefing,,2017-04-27T19:53:48+0000,NYTNow,Briefing,article,https://www.nytimes.com/2017/04/27/briefing/damascus-trump-tax-cut-north-korea-your-morning-briefing.html,briefing,,nyt://article/40fbaa55-72b0-53fb-88d6-687b903c0561
Syria Asylum,For all its outrage and rancor  Trump’s campaign has  from the beginning  been mostly about grieving.,At recent rallies  Donald Trump’s warm-up playlist  the one the candidate famously insists on choosing himself  has featured “Funeral for a Friend/Love Lies Bleeding ” the opening medley from Elton John’s 1973 album “Goodbye Yellow Brick Road.” Like a lot of the playlist  it’s an endearingly perverse song for a political event  opening with a somber minor-key dirge performed on a chorus of analog synthesizers. The track played at least a couple of times at the Giant Center arena in Hershey  Pa.  on Friday night  as we waited for Trump to arrive  and whenever the dolorous synths cut through the fried-dough-scented air  I felt as if I were at some hybrid of a monster-truck rally and a requiem Mass.,For all its outrage and rancor  Trump’s campaign has  from the beginning  been mostly about grieving.,The New York Times,,Donald and the Dead,,2016-11-07T21:06:38+0000,Magazine,Magazine,article,https://www.nytimes.com/2016/11/07/magazine/donald-and-the-dead.html,News,,nyt://article/43a3d57d-cb92-5432-9e73-4e168d748aa9
Syria Asylum,Some in Hollywood are lobbying for the White Helmets to receive the Nobel Peace Prize.,The complex and brutal conflict in Syria has defied the best efforts of peace negotiators and humanitarian officials for more than five years  but a new group of luminaries is weighing in on a war that has cost hundreds of thousands of lives: celebrities.,Some in Hollywood are lobbying for the White Helmets to receive the Nobel Peace Prize.,The New York Times,,After Years of War  Celebrities Find a Syrian Group to Back,,2016-09-14T17:11:54+0000,Foreign,World,article,https://www.nytimes.com/2016/09/15/world/middleeast/white-helmets-nobel.html,News,,nyt://article/d2909ee0-857f-58fa-80ca-9317d4272be2
Syria Asylum,The thousands of Muslim asylum seekers pouring into Denmark have spawned a backlash  and questions over whether the country has a latent racial hostility at its core.,TAARNBY  Denmark — Johnny Christensen  a stout and silver-whiskered retired bank employee  always thought of himself as sympathetic to people fleeing war and welcoming to immigrants. But after more than 36 000 mostly Muslim asylum seekers poured into Denmark over the past two years  Mr. Christensen  65  said  “I’ve become a racist.”,The thousands of Muslim asylum seekers pouring into Denmark have spawned a backlash  and questions over whether the country has a latent racial hostility at its core.,The New York Times,1,‘I’ve Become a Racist’: Migrant Wave Unleashes Danish Tensions Over Identity,Muslim Migrants Spawn Backlash in Denmark,2016-09-05T15:29:25+0000,Foreign,World,article,https://www.nytimes.com/2016/09/06/world/europe/denmark-migrants-refugees-racism.html,News,,nyt://article/dfadcee7-18dc-5154-88af-d4de8366736d
Syria Asylum,The authorities received a tip that the man  a Syrian  was planning an attack later this month  intensifying fears about Islamic extremism and migrants.,BERLIN — A German special police unit has detained a Syrian asylum-seeker who they said they suspected of plotting a terrorist attack during the opening of the national soccer league season  German officials said Tuesday.,The authorities received a tip that the man  a Syrian  was planning an attack later this month  intensifying fears about Islamic extremism and migrants.,The New York Times,6,German Police Detain Asylum-Seeker Suspected of Plotting Terrorist Attack,Germans Hold Asylum Seeker in Terror Case,2016-08-09T22:31:38+0000,Foreign,World,article,https://www.nytimes.com/2016/08/10/world/europe/germany-mutterstadt-terrorism-rheinland-pfalz.html,News,,nyt://article/e741512d-5d81-5967-938c-4058f60c596a
Syria Asylum,Wary of Muslim immigrants after attacks in Europe  South Korea lets 670 Syrians stay only on annual visas  limiting their ability to find jobs and barring them from benefits.,YANGJU  South Korea — Surrounded by salvaged used-cars parts bound for Syria  Ahmad Khalifa has worked 12 hours a day for three years in one country that does not really want him while longing for another that war has destroyed.,Wary of Muslim immigrants after attacks in Europe  South Korea lets 670 Syrians stay only on annual visas  limiting their ability to find jobs and barring them from benefits.,The New York Times,4,Syrians Seeking Asylum in South Korea Find Only a Cold Shoulder,Syrians Seeking Asylum in South Korea Find Only a Cold Shoulder,2016-08-05T16:28:05+0000,Foreign,World,article,https://www.nytimes.com/2016/08/06/world/asia/korea-refugees-syria.html,News,,nyt://article/da6bb190-abab-508b-8576-b9e1907cae33
Syria Asylum,Here are the latest examples from the file of sound-alike mix-ups.,Here are the latest examples from the file of sound-alike mix-ups. We’ve seen them all before — make sure they’re on your better-check-twice list.,Here are the latest examples from the file of sound-alike mix-ups.,The New York Times,,When Spell-Check Can’t Help,,2015-09-22T12:00:18+0000,,Times Topics,article,https://afterdeadline.blogs.nytimes.com/2015/09/22/when-spell-check-cant-help-31/,News,,nyt://article/5ca92370-b97c-5c60-ae60-3dc9e8466258
Syria Asylum,Gathering for their second such session in eight days  the ministers haggled over a proposal to resettle an additional 120 000 people across the European Union.,LONDON — After weeks of indecision  the European Union voted on Tuesday to distribute 120 000 asylum seekers among member states  a plan meant to display unity in the face of the largest movement of refugees on the Continent since World War II.,Gathering for their second such session in eight days  the ministers haggled over a proposal to resettle an additional 120 000 people across the European Union.,The New York Times,1,Plan on Migrants Strains the Limits of Europe’s Unity,Plan on Migrants Strains the Limits of Europe’s Unity,2015-09-22T09:04:58+0000,Foreign,World,article,https://www.nytimes.com/2015/09/23/world/europe/european-union-ministers-migrants-refugees.html,News,,nyt://article/bc8e1a8d-7853-514c-8625-f088cab7ace4
Syria Asylum,The word once conveyed a basic human right  but now countries disagree on who's worthy of refuge.,It’s an ancient promise: When outsiders flee to a new place in desperate need  they will not be turned away. The Hebrew Bible speaks of six cities of refuge where someone who caused a death unwittingly would be protected from being killed in revenge. The Greeks allowed slaves who ran away from abusive masters and even some criminals to seek sanctuary in certain temples; ‘‘asylum’’ comes from their word for inviolable. According to legend  Romulus  the founder of Rome  extended asylum to people we would call migrants  choosing a spot between two groves on Capitoline Hill for his city’s temple of asylum. ‘‘A crowd of commoners  both free and enslaved  poured in from the neighboring territories  eager for new conditions ’’ the historian Livy wrote. ‘‘This was the first step towards the strength Romulus envisioned for Rome.’’,The word once conveyed a basic human right  but now countries disagree on who's worthy of refuge.,The New York Times,19,Who Qualifies for ‘Asylum’?,Stateless,2015-09-15T11:00:04+0000,Magazine,Magazine,article,https://www.nytimes.com/2015/09/20/magazine/who-qualifies-for-asylum.html,News,,nyt://article/ad70ef67-01f1-5fe5-8c2b-1916d338f1df
Syria Asylum,The global embrace of liberal democracy is far from inevitable.,London — THE West is suddenly suffused with self-doubt.,The global embrace of liberal democracy is far from inevitable.,The New York Times,4,Are Western Values Losing Their Sway?,Are Western Values Losing Their Sway?,2015-09-12T21:14:03+0000,OpEd,Sunday Review,article,https://www.nytimes.com/2015/09/13/sunday-review/are-western-values-losing-their-sway.html,News,,nyt://article/b5af2cf0-53a8-53f7-b74b-ea2bfcb86ad3
Syria Asylum,The Syrian military is committing extraordinary slaughter in civilian neighborhoods.,GAZIANTEP  Turkey — As the self-proclaimed Islamic State  or ISIS  commits horrendous videotaped executions  it might seem to pose the greatest threat to Syrian civilians. In fact  that ignoble distinction belongs to the barrel bombs being dropped by the military of Syria’s president  Bashar al-Assad. The Islamic State has distracted us from this deadly reality.,The Syrian military is committing extraordinary slaughter in civilian neighborhoods.,The New York Times,,Barrel Bombs  Not ISIS  Are the Greatest Threat to Syrians,At Least Stop Assad’s Barrel Bombs,2015-08-05T12:51:01+0000,OpEd,Opinion,article,https://www.nytimes.com/2015/08/06/opinion/barrel-bombs-not-isis-are-the-greatest-threat-to-syrians.html,Op-Ed,,nyt://article/0bd5e133-d596-58c2-9e3f-eefcbba6c59b
Syria Asylum,Norway is skeptical of Sweden’s open door for asylum seekers.,THE narrow victory of the left-leaning Social Democratic Party in Sweden’s elections last Sunday marked a broad shift in its politics. But a new coalition government is unlikely to reconsider one of the country’s most challenging policies: its response to the Syrian civil war. Sweden has taken an open-door approach to people fleeing the conflict  accepting more Syrians than any other European country. ,Norway is skeptical of Sweden’s open door for asylum seekers.,The New York Times,4,Scandinavians Split Over Syrian Influx,Scandinavians Split Over Syrian Influx,2014-09-19T20:36:05+0000,OpEd,Opinion,article,https://www.nytimes.com/2014/09/21/opinion/sunday/syrian-refugees-nordic-dilemma.html,Op-Ed,,nyt://article/5992b527-208f-57b9-b62a-d84e3fe885a8
Syria Asylum,Empowering  employing and educating Syrians ensures that endless Jordanian support won't be necessary.,This past weekend marked the third anniversary of the Syrian uprising against President Bashar al-Assad — and the outlook is increasingly grim. ,Empowering  employing and educating Syrians ensures that endless Jordanian support won't be necessary.,International New York Times,,Jordan's Urban Refugees,Jordan's Urban Refugees,2014-03-17T10:22:44+0000,OpEd,Opinion,article,https://www.nytimes.com/2014/03/18/opinion/jordans-urban-refugees.html,Op-Ed,,nyt://article/23f4fd3a-0ecc-574c-98d7-0167a4211299
Syria Asylum,The United Nations refugee agency reported that 3 300 Syrian refugees crossed the Mediterranean and came ashore in southern Italy in the past 40 days.,The refugees streaming out of Syria have put severe stress on neighboring Middle Eastern countries  which have absorbed more than two million of them since the Syrian conflict began 30 months ago. Now Europe is beginning to feel the effects of the refugee crisis.,The United Nations refugee agency reported that 3 300 Syrian refugees crossed the Mediterranean and came ashore in southern Italy in the past 40 days.,The New York Times,8,Syrian Refugee Spillover Into Europe Surges,Syrian Refugee Spillover Into Europe Surges,2013-09-14T01:09:59+0000,Foreign,World,article,https://www.nytimes.com/2013/09/14/world/middleeast/syrian-refugee-spillover-into-europe-surges.html,News,,nyt://article/542ff4e0-d212-58e8-b7ef-e862875a0969
Syria Asylum,Ned Martel reviews movies Unconstitutional: The War on Our Civil Liberties  directed by Nonny de la Pena  and Unprecedented: The 2000 Presidential Election  directed by Richard Ray Perez and Joan Sekler (M),Directed by Nonny de la Peña Not rated  67 minutes,Ned Martel reviews movies Unconstitutional: The War on Our Civil Liberties  directed by Nonny de la Pena  and Unprecedented: The 2000 Presidential Election  directed by Richard Ray Perez and Joan Sekler (M),The New York Times,23,'Unconstitutional' -- 'The War on Our Civil Liberties',FILM IN REVIEW; 'Unconstitutional' -- 'The War on Our Civil Liberties',2004-10-01T05:00:00+0000,Movies  Performing Arts/Weekend Desk,Arts,article,https://www.nytimes.com/2004/10/01/arts/movies/film-in-review-unconstitutional-the-war-on-our-civil-liberties.html,Review,,nyt://article/d1aed1a3-1746-5fc2-b9ed-890ee050b4ae
Colombia Asylum,Detained men and women held at a facility in Georgia are trying desperately to raise the alarm.,To hear more audio stories from publishers like The New York Times  download Audm for iPhone or Android.,Detained men and women held at a facility in Georgia are trying desperately to raise the alarm.,The New York Times,34,Fear  Illness and Death in ICE Detention: How a Protest Grew on the Inside,‘We are Humans’,2020-06-04T09:00:11+0000,Magazine,Magazine,article,https://www.nytimes.com/2020/06/04/magazine/covid-ice.html,News,,nyt://article/c5eb10d8-a19a-5da2-a72e-6e8bc8f46a80
Colombia Asylum,AMERICAS.,AMERICAS,AMERICAS.,The New York Times,,World Briefing: Americas  Middle East  Africa  Asia,World Briefing: Americas  Middle East  Africa  Asia,2005-10-05T05:00:00+0000,International,World,article,https://www.nytimes.com/2005/10/05/international/world-briefing-americas-middle-east-africa-asia.html,News,,nyt://article/8ad847c8-e519-5aec-81d8-a3056c56e5bd
Iraq Asylum,The New York Times worked with human rights groups and asylum seekers on Manus Island to examine a rash of suicide attempts and acts of self-harm since Australia’s May 18 election.,For thoughtful coverage of Australia delivered to your inbox  sign up for the Australia Letter.,The New York Times worked with human rights groups and asylum seekers on Manus Island to examine a rash of suicide attempts and acts of self-harm since Australia’s May 18 election.,The New York Times,5,A Timeline of Despair in Australia’s Offshore Detention Centers,A Timeline of Despair in Australia’s Offshore Detention Centers,2019-06-26T19:00:08+0000,Foreign,World,article,https://www.nytimes.com/2019/06/26/world/australia/australia-manus-suicide.html,News,,nyt://article/1d05f5d7-a95f-5fce-9ba3-d1506a64019d
Iraq Asylum,The parliamentary report contained an unusual admission by MI5 that it had failed to track a suspect and concluded that the security services needed to coordinate more.,LONDON — A damning parliamentary report released on Thursday raised questions about the way Britain tracked terrorism suspects  accusing the authorities of moving too slowly to forestall one of five major jihadist attacks in 2017 and finding a “litany of errors” in the handling of another.,The parliamentary report contained an unusual admission by MI5 that it had failed to track a suspect and concluded that the security services needed to coordinate more.,The New York Times,6,U.K. Panel Finds ‘Litany of Errors’ in Response to Terrorist Attacks,British Counterterrorism Gets Scathing Evaluation,2018-11-22T16:08:28+0000,Foreign,World,article,https://www.nytimes.com/2018/11/22/world/europe/uk-terrorism-report.html,News,,nyt://article/53cc587b-2bb5-53af-8e25-1a74ee10d666
Iraq Asylum,Here’s what you need to know to start your day.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know to start your day.,The New York Times,,North Korea  Migration  Poland: Your Monday Briefing,,2018-06-11T04:09:11+0000,NYTNow,Briefing,article,https://www.nytimes.com/2018/06/11/briefing/north-korea-migration-poland.html,briefing,,nyt://article/6a313246-71b0-511d-89cf-5e6dc2b1e45a
Iraq Asylum,Interviews with aid workers and dozens of refugees revealed a widespread fear of the authorities. But it is not known how common abuse is.,SUKRUPASA  Turkey — The small squat structure  a cross between a kiosk and a duck blind  was starkly pale against the brown  soggy hillside a few hundred yards away.,Interviews with aid workers and dozens of refugees revealed a widespread fear of the authorities. But it is not known how common abuse is.,The New York Times,4,Bulgarian Border Police Accused of Abusing Refugees,A Feared Final Obstacle for Refugees,2015-12-23T10:00:20+0000,Foreign,World,article,https://www.nytimes.com/2015/12/24/world/europe/bulgarian-border-police-accused-of-abusing-refugees.html,News,,nyt://article/7f48bae4-1fe1-5713-a96f-72966379af4c
Iraq Asylum,An ambush killed seven Iraqi soldiers near the Syrian border  and at least nine died in a car bombing in Salahuddin Province.,BAGHDAD  Gunmen ambushed an Iraqi Army checkpoint near the Syrian border on Friday  an attack that punctuated a violent day across Iraq in which more than 20 people were killed.,An ambush killed seven Iraqi soldiers near the Syrian border  and at least nine died in a car bombing in Salahuddin Province.,The New York Times,4,Iraq Killings Point Up Persistence of Militants,Iraq Killings Point Up Persistence Of Militants,2010-06-18T19:19:28+0000,Foreign,World,article,https://www.nytimes.com/2010/06/19/world/middleeast/19iraq.html,News,,nyt://article/1aef0ff3-cb1d-5402-8219-d6aeca91dc38
Iraq Asylum,,EBELTOFT  Denmark — Despite the bite in the air  the true winter cold has yet to arrive in this serene seaside town on the east coast of Jutland.,EBELTOFT  Denmark — Despite the bite in the air  the true winter cold has yet to arrive in this serene seaside town on the east coast of Jutland.,International Herald Tribune,,Iraqis get a chilly welcome as refugees in Denmark,Iraqis get a chilly welcome as refugees in Denmark,2007-11-26T05:00:00+0000,IHT News,World,article,https://www.nytimes.com/2007/11/26/world/europe/26iht-denmark.4.8484938.html,News,,nyt://article/8bc04aaa-64af-5261-8101-eaa10235988c
Iraq Asylum,An Iraqi defector’s testimony was critical in paving the way to war. The problem was  it was all a lie.,IN the last months before the American-led invasion of Iraq  as we now know all too well  the administration of President George W. Bush showed a fine disregard for truth or consequences. This manifested itself in many ways  from insinuations about Saddam Hussein’s ephemeral Qaeda connections to the Pentagon’s willful refusal to address the human and economic costs of occupation. Bookstore shelves now groan with wide-ranging accounts struggling to chronicle the pathological hubris that drove the United States onward to Baghdad.,An Iraqi defector’s testimony was critical in paving the way to war. The problem was  it was all a lie.,The New York Times,22,Artificial Intelligence,Artificial Intelligence,2007-11-18T05:00:00+0000,BookReview,Books,article,https://www.nytimes.com/2007/11/18/books/review/Dickey-t.html,Review,,nyt://article/42416a92-9bee-53a4-9104-a498f8504c93
Iraq Asylum,,WASHINGTON — The top commanders in Iraq and the U.S. ambassador to Baghdad appealed for more time  beyond their mid-September assessment  to more fully judge whether the new strategy was making gains.,WASHINGTON — The top commanders in Iraq and the U.S. ambassador to Baghdad appealed for more time  beyond their mid-September assessment  to more fully judge whether the new strategy was making gains.,International Herald Tribune,,U.S. generals ask for more time before judging Iraq policy,U.S. generals ask for more time before judging Iraq policy,2007-07-20T05:00:00+0000,IHT News,World,article,https://www.nytimes.com/2007/07/20/world/americas/20iht-iraq.1.6749825.html,News,,nyt://article/49ac6f36-2642-5e8c-a211-9035297a5cbc
Iraq Asylum,Asylum for Iraqis; McCain the frontrunner; keeping score in the Middle East.,,Asylum for Iraqis; McCain the frontrunner; keeping score in the Middle East.,The New York Times,,Helping Iraqis Who Helped U.S.,,2006-12-15T14:40:13+0000,OpEd,Opinion,article,https://opinionator.blogs.nytimes.com/2006/12/15/helping-iraqis-who-helped-us/,News,,nyt://article/83290c8a-b453-5135-a014-478cf3f98ccd
Iraq Asylum,,,,The New York Times,,Tense ties on refugees for Canberra and Jakarta,Tense ties on refugees for Canberra and Jakarta,2006-04-03T05:00:00+0000,None,World,article,https://www.nytimes.com/2006/04/03/world/asia/tense-ties-on-refugees-for-canberra-and-jakarta.html,News,,nyt://article/f685a89e-9053-55c3-8249-e426f58b69f1
Iraq Asylum,,,,The New York Times,,Loss of celebrity leaves Munich a bit grayer,Loss of celebrity leaves Munich a bit grayer,2005-01-29T05:00:00+0000,None,World,article,https://www.nytimes.com/2005/01/29/news/loss-of-celebrity-leaves-munich-a-bit-grayer.html,News,,nyt://article/47eefca2-8451-5a65-9d84-40d30d5bd307
Iraq Asylum,,,,The New York Times,,Loss of celebrity leaves Munich a bit grayer,Loss of celebrity leaves Munich a bit grayer,2005-01-29T05:00:00+0000,None,World,article,https://www.nytimes.com/2005/01/29/world/europe/loss-of-celebrity-leaves-munich-a-bit-grayer.html,News,,nyt://article/942ca8da-e595-5eb8-9c18-7714ead8c429
Iraq Asylum,German trial of six Iraqis  seeking political asylum  who invaded Iraqi Embassy in Berlin last August begins; defense claims actions were peaceful protest against Saddam Hussein's regime (S),A trial began for six Iraqi asylum-seekers who stormed the Iraqi Embassy in Berlin last August. They are accused of holding four people hostage  including the Iraqi chargé d'affaires  before a police raid ended the five-hour siege. Defense lawyers say the action was a peaceful protest against the government of Saddam Hussein. A verdict is expected in May. Victor Homola (NYT),German trial of six Iraqis  seeking political asylum  who invaded Iraqi Embassy in Berlin last August begins; defense claims actions were peaceful protest against Saddam Hussein's regime (S),The New York Times,6,World Briefing | Europe: Germany: Iraqis In Hostage Case Face Court,World Briefing | Europe: Germany: Iraqis In Hostage Case Face Court,2003-03-27T05:00:00+0000,Foreign Desk,World,article,https://www.nytimes.com/2003/03/27/world/world-briefing-europe-germany-iraqis-in-hostage-case-face-court.html,News,,nyt://article/a17cb879-25e0-5527-8142-41b8ffc28de9
Iraq Asylum,ITALY: Anthrax Scare Shuts U.S. Embassy Office; FRANCE: Copy Statue Of Liberty Attacked; FRANCE: Rights Unit Invites Serbia And Montenegro; BRITAIN: Betting Man  Virtual Horse; RUSSIA: Complaint On Spy Plane; GERMAN: SchrÖDer Wants A Bigger Milita..., ITALY: ANTHRAX SCARE SHUTS U.S. EMBASSY OFFICE The American embassy in Rome closed its consular visa office after an an anthrax scare  an embassy official said. Employees discovered an envelope containing a white powder in the office on Monday  and Italian officials immediately sealed off the unit. Samples of the powder tested negative for anthrax  and the embassy expects to reopen the visa office today. ,ITALY: Anthrax Scare Shuts U.S. Embassy Office; FRANCE: Copy Statue Of Liberty Attacked; FRANCE: Rights Unit Invites Serbia And Montenegro; BRITAIN: Betting Man  Virtual Horse; RUSSIA: Complaint On Spy Plane; GERMAN: SchrÖDer Wants A Bigger Military; GERMANY: Iraqis In Hostage Case Face Court;.,The New York Times,,World Briefing: Europe,World Briefing: Europe,2003-03-27T05:00:00+0000,International / Europe,World,article,https://www.nytimes.com/2003/03/27/international/europe/world-briefing-europe.html,News,,nyt://article/ee8d30c1-c061-5124-aadd-07fd8b4f9a9c
Iraq Asylum,Asylum seekers are finding Europe has grown deaf to their plight; European Union leaders are set to meet to discuss steps to tighten borders to combat illegal immigration amid rising anti-immigrant sentiment; new Danish laws that make it clear imm...,If the Denmark that Muhammed al-Bayati reached after a harrowing journey from Iraq is not the one he hoped to find  neither  for that matter  is the rest of Europe.,Asylum seekers are finding Europe has grown deaf to their plight; European Union leaders are set to meet to discuss steps to tighten borders to combat illegal immigration amid rising anti-immigrant sentiment; new Danish laws that make it clear immigrants are no longer welcome in nation once proud of its openness cited; politicians across Europe are under pressure from voters to adopt policies at least as tough as neighbors'; photo (M),The New York Times,3,When Asylum Seekers Knock  Europe Is Deaf,When Asylum Seekers Knock  Europe Is Deaf,2002-06-20T05:00:00+0000,Foreign Desk,World,article,https://www.nytimes.com/2002/06/20/world/when-asylum-seekers-knock-europe-is-deaf.html,News,,nyt://article/0cfdc87d-acfb-511d-9bf5-33322c25b7aa
Iraq Asylum,Australians' will to preserve their way of life drives popularity of rigid refugee policy introduced last year; photos; map (M),To most outsiders Australia seems a faraway nation of open spaces  eternal skies and red earth. The small population enjoys an enviable life of easy work  hard-playing sports and an excess of beer.,Australians' will to preserve their way of life drives popularity of rigid refugee policy introduced last year; photos; map (M),The New York Times,3,Deep Fears Behind Australia's Immigration Policy,Deep Fears Behind Australia's Immigration Policy,2002-05-08T05:00:00+0000,Foreign Desk,World,article,https://www.nytimes.com/2002/05/08/world/deep-fears-behind-australia-s-immigration-policy.html,News,,nyt://article/00878160-bf3c-5a31-994a-f0a959ad6b93
Iraq Asylum,Brant Thomas letter says American invasion of Iraq and lack of coherent strategy is cause of suffering  so it would be appropriate to grant asylum in United States to Iraqis (May 19 article),To the Editor:,Brant Thomas letter says American invasion of Iraq and lack of coherent strategy is cause of suffering  so it would be appropriate to grant asylum in United States to Iraqis (May 19 article),The New York Times,20,Asylum for Iraqis,Asylum for Iraqis,2006-05-22T05:00:00+0000,Editorial Desk,Opinion,article,https://www.nytimes.com/2006/05/22/opinion/asylum-for-iraqis-760668.html,Letter,,nyt://article/0de4e538-1512-5630-b130-2e102d7d2b66
Iraq Asylum,To the Editor:.,To the Editor:,To the Editor:.,The New York Times,20,Asylum for Iraqis (1 Letter),Asylum for Iraqis,2006-05-22T04:00:00+0000,Letters,Opinion,article,https://www.nytimes.com/2006/05/22/opinion/l22iraq.html,Letter,,nyt://article/01236f65-dab5-5cca-b17f-25de427ea114
